country,tert_b_grad_rate,tert_a_grad_rate,year,education_spending,ancillary_spending,rd_spending,total_spending,partner_country,tert_percent_gdp,tert_a_percent_gdp,tert_b_percent_gdp,all_ed_percent_gdp,population,gdp_usd,gdp_usd_capita
New Zealand,0.204196353030707,0.476176682416683,2007,8538.54929618266,NA,1366.3881267001,9904.93742288276,0,0.0154277181752615,0.0128317875495853,0.00259593062567616,0.0594438333934367,4223800,123992448000,29275.954051
Norway,0.00950782259058742,0.43358640654744496,2007,9982.08907213866,88.8183851308707,7068.68926605022,17139.5967233198,0,0.012513167990766001,NA,NA,0.055133876590449,4709156,263065787000,55864.469542
Poland,0.00122228157378734,0.490275175352526,2007,4637.207054327115,NA,938.2814520376425,5575.52997553527,0,0.0128616674754002,0.012725783246383899,NA,0.0529054495609469,38115967,639756006000,16784.447639
Portugal,0.0607162038275778,0.425838925682951,2007,7427.9525408503,NA,2970.1010009762,10398.0535418265,0,0.015611133008809099,NA,NA,0.0559518275078511,10542963.5,270973950000,25701.787963
Slovak Republic,0.00912694694935919,0.388913552933288,2007,4314.77029300027,607.596903453821,813.629632806685,5735.99682926078,0,0.008650932184985,0.008650932184985,NA,0.0395154002379514,5397766,113923832000,21110.422832
Spain,0.14041360532226402,0.324396924148447,2007,8728,226,3593.789298035992,12548.000865889218,0,0.0114721144073029,0.00972469389112118,0.00174742051618174,0.0481990614877509,45236004,1466711066000,32423.53222
Sweden,0.053865488996966,0.39901716753102595,2007,9402.11470619466,NA,8959.12714798174,18361.2418541764,0,0.0156829010706317,NA,NA,0.0625164659198308,9148093,373749881000,40855.465147
Switzerland,0.18314742629758102,0.313604132188135,2007,10977.1284890406,NA,9906.1426328825,20883.2711219231,0,0.012490000000000001,0.01228,NA,0.0553897566627045,7551117,386208981000,50804.677376
Turkey,0.121293261785884,NA,2007,NA,NA,NA,NA,0,NA,NA,NA,NA,70158111.5,1041497943000,14845.034672
United Kingdom,0.153212852583298,0.38696309185132,2007,7757.01972551033,1265.69527691818,6440.72514175839,15463.4401441869,0,0.012705618428762899,NA,NA,0.057947296826607604,61319075,2186268319999.9998,35654.011323
United States,0.101482919826077,0.36518676713968,2007,21198.7341652798,3031.22066151489,2779.83401346566,27009.7888402604,0,0.0310617466074683,NA,NA,0.0757286855270243,301231207,14474228000000,47976.201209
Brazil,NA,NA,2007,10326.4957296773,NA,623.149425445774,10949.6451551231,1,0.008,NA,NA,0.052000000000000005,189038268,2386123391000,12622.435746
Chile,NA,NA,2007,6437.6465163185,NA,188.537985194677,6626.18450151318,0,0.0197601982440509,0.015496188450245101,0.00426400979380579,0.0642652501101165,16517933,280051852000,16872.268785
Estonia,NA,NA,2007,5214.47673602967,NA,NA,5214.47673602967,1,0.0126419365140026,0.00903462884485011,0.00360730766915246,0.0498806398333146,1340680,29720555000,22131.622085
Israel,NA,0.36879046640928304,2007,10077.306878458,1358.18248549492,NA,11435.4893639529,1,0.0178364424466281,0.0143364997926273,0.00349994265400083,0.0744375558627873,7180114.5,197550512000,27367.157702
Russian Federation,NA,NA,2007,NA,NA,233.454845193075,5433.98271445533,1,0.0165000895759657,0.0133468302859834,0.00315325928998227,0.0742361061630475,142114903,2553606502000,17881.758587
Slovenia,0.245539582257529,0.201552982170147,2007,7011.03086080855,25.8359909344681,1521.75910509084,8558.62595683385,1,0.0125916028122924,NA,NA,0.0555766802128196,2019406,55572363000,27526.53765
Australia,0.17789780548882506,0.48506370114563113,2008,9314.89966362264,610.827413733264,5117.16136682674,15042.8884441826,0,0.014888249593590499,0.0134365865706889,0.0014516630229015602,0.05180414307009609,21249199,852201510000,40105.110301
Austria,0.0782832125124935,0.249629762309683,2008,10370.2529229717,106.879662344552,4566.2556952747,15043.388280591,0,0.013191033535558401,0.0130496554374092,1.41378098149273e-4,0.054170278860493505,8321541,343812976000,41316.022642
Belgium,NA,NA,2008,9166.00349351916,546.498152862802,5307.96999854789,15020.4716449299,0,0.013671705768492599,NA,NA,0.06570050421008461,10709976,405729430000,37883.233422
Canada,0.295662863391043,0.344142753439394,2008,13902.411658631872,1216.2275613334384,5784.718740447984,20903.357960413294,0,0.0254705469529562,0.0156913108853293,0.0097792360676268,0.0603707086270628,33247118,1342396613000,40376.330167
Chile,NA,NA,2008,6478,NA,351,6829,0,0.021681763999952797,0.0164884690569721,0.00519329494298068,0.0707025277657221,16697754,275716447000,16447.33384
Czech Republic,0.0498844065452269,0.35840588139663504,2008,6826.88377067939,93.5567015476858,1397.0882233832,8317.52869561028,0,0.011876317600691999,0.011499196122957,NA,0.0451348157778388,10429692,290503947000,27853.549898
Denmark,0.105863905916783,0.46787388405437297,2008,NA,NA,NA,17633.9593234176,0,0.0168030634624496,NA,NA,0.0708540378538029,5489022,226767494000,41282.995471
Finland,NA,0.6256092698025469,2008,9592.25033590269,NA,5809.61521018442,15401.8655460871,0,0.0169511317465654,0.0169511317465654,NA,0.0587068301761269,5313398,212980742000,40083.701943
France,NA,NA,2008,9088.61672044887,765.856017370164,4224.35027882396,14078.823016643,0,0.0142311744711731,0.0113647292727626,0.00286644519841048,0.059846518700689896,64133174,2259255844000,35102.870428
Germany,0.100973228444389,0.25491292689199,2008,8787.96742307174,716.184581725161,5885.43833773393,15389.5903425308,0,0.011710795552731398,0.0106393686859666,0.0010714268667648,0.0480034217351983,82110097,3103958247000,38432.448211
Greece,NA,NA,2008,NA,NA,NA,NA,0,NA,NA,NA,NA,11077839,341817829000,30855.935774
Hungary,0.0400719572525136,0.301221156498023,2008,5316.56276352084,415.239751207456,1595.31899555716,7327.12151028546,0,0.00867,0.00817,NA,0.04784,10038186,208070456000,20727.889969
Iceland,0.040658161568283196,0.565797028502459,2008,NA,NA,NA,10429.3663314189,0,0.012544579036836201,NA,NA,0.0788840120132515,317404,13879916000,43456.216759
Italy,0.0073152155208127505,0.328299224143083,2008,5672.914283306534,286.10185453961725,3594.4502991705435,9553.466437016694,0,0.00965618692855171,0.00961592920355869,NA,0.0481887155232722,59211183,2089717307000,35292.601856
Japan,0.272100525131283,0.3944289655172414,2008,NA,NA,NA,14890.0359815819,0,0.0145456065201211,0.012272721229443,0.00227288529067813,0.0493256195898683,128083959.99999999,4517267524000,35278.749846
Mexico,0.0124855922429077,0.18137883159234,2008,6298.47050407536,NA,1205.30157931752,7503.77208339289,0,0.012286662320030199,NA,NA,0.057736090790799804,110405454,1653898190000,14885.902438
Netherlands,NA,0.413654778976088,2008,11203.087779922,NA,6041.46534705594,17244.5531269779,0,0.0151071227970945,0.0151071227970945,NA,0.056007589999010704,16445590,763407575000,46419.042594
New Zealand,0.213475103358988,0.483125778800379,2008,8814.80520527549,NA,1711.31410692937,10526.1193122049,0,0.0159027840897216,0.012829949871120102,0.0030728342186015,0.0656814707228505,4259800,127057687000,29748.931565
Norway,0.00647197891719245,0.41471569216363,2008,11468.7440960861,128.862293214451,7343.96044410796,18941.5668334085,0,0.016685493051712,NA,NA,0.0742292264590632,4768215,294277831000,61719.343656
Poland,0.0011081166191049601,0.49997763168674,2008,6037.74979484338,NA,1025.34352553214,7063.127320397,0,0.014759171740273101,0.014638569519974401,NA,0.0574915861930093,38115909,697829214000,18308.038986
Portugal,0.0241026056668464,0.453015069223525,2008,6096.77310986591,NA,4275.79711247571,10372.5702223416,0,0.013449784538811101,NA,NA,0.0522111041455816,10558176.5,281542549000,26665.771577
Slovak Republic,0.00871784691012105,0.571493534455293,2008,4841.85608708762,829.013668067843,889.165884632932,6560.0356397884,0,0.00886583165812886,0.00886583165812886,NA,0.040482527526218996,5406972,127626827000,23608.977522
Spain,0.142486945453488,0.331410149244658,2008,9206.472758322683,244.57461617313464,3915.277738644161,13366.32511313998,0,0.012177435659906399,0.0103857639386688,0.0017916717212376502,0.0511063270362569,45983169,1528583756000,33242.245427
Sweden,0.058989944127387804,0.398600055469531,2008,10018.8337055229,NA,9994.99069337264,20013.8243988955,0,0.015900971188895,NA,NA,0.0629909622010286,9219639,388684190000,42158.465614
Switzerland,0.186784972426099,0.32411109855041703,2008,9844.98569003275,NA,11803.0579451343,21648.043635167,0,0.011819999999999999,0.01155,NA,0.057392584896001804,7647676,413714827000,53784.37338
Turkey,0.13346056469423298,0.19502128495749002,2008,NA,NA,NA,NA,0,NA,NA,NA,NA,71051689,1139548435000,16038.231645
United Kingdom,0.15770027693879402,0.34880153218408405,2008,7023.79696711052,1374.92914365266,6910.8644186029,15309.5905293661,0,0.0118969797133772,NA,NA,0.057111616440550704,61823772,2278426918000,36853.437474
United States,0.101715768096589,0.37311449452934803,2008,23621.8589437059,3286.35298153486,3001.93690403183,29910.1488292726,0,0.0268557466116497,NA,NA,0.0724003072240626,304093966,14769862000000,48498.445211
Brazil,NA,NA,2008,10990.8624408606,NA,619.434885811576,11610.2973266722,1,0.007850000000000001,NA,NA,0.052930000000000005,191010274,2556454782000,13383.860084
Estonia,NA,NA,2008,NA,NA,NA,5780.04976092423,0,0.013110326572521001,0.00903517360945226,0.00407515296306872,0.0575997277623228,1337090,30488762000,22780.0071
Israel,NA,0.364872468382926,2008,11106.0608000859,1462.24916602714,NA,12568.309966113,0,0.0162841137545365,0.0134860566449372,0.00279805710959929,0.0733225974825669,7308795,201065271000,27351.81872
Russian Federation,NA,NA,2008,NA,NA,319.752489508221,6758.26316865637,1,0.014643465896007799,0.012649727303115501,0.00199373859289228,0.047396776362867404,141956413,3091455591000,21657.589062
Slovenia,0.26134917653649603,0.200778258840975,2008,7576.96041184127,31.2276715920144,1654.65166840622,9262.83975183951,0,0.0113236991239971,NA,NA,0.0543807197865576,2022628.9999999998,59839586000,29594.665839
Australia,0.15819176400216625,0.48546963704298496,2009,9266.69198037196,599.892867654463,6207.59408529751,16074.1789333239,0,0.0161505994625603,0.0143552642861886,0.0017953351763716598,0.0599932404555611,21691653,903822934000,41666.763509
Austria,0.101319577779746,0.29278651459551197,2009,9688.5605057015,122.904155855959,4445.9336633774,14257.3983249349,0,0.0144316578094121,0.0143538216309492,NA,0.0589306839816245,8341483,341644307000,40957.262321
Belgium,NA,NA,2009,9474.32689572313,526.627812424542,5442.11077671296,15443.0654848606,0,0.014579338696775902,NA,NA,0.0666534075463176,10796498,407862461000,37779.034875
Canada,0.285595683401884,0.36551938953123503,2009,14013.794344779455,1112.6134420046953,5805.558117616626,20931.96590440078,0,0.024534586564728,0.014833338197218899,0.0097012483675091,0.0608335858610158,33628895,1307953077000,38893.727456
Chile,NA,NA,2009,6390,NA,472,6863,0,0.0245112776305271,0.0179725947480299,0.0065386828824972,0.0683732348628283,16881078,272874099999.99997,16119.89398
Czech Republic,0.0410615947264119,0.383839390088231,2009,6585.88872522999,85.6694450965998,1565.19324941424,8236.75141974083,0,0.0126249567494083,0.0122455355675348,NA,0.0480483913530293,10491492,290152861000,27656.015128
Denmark,0.0853291039660701,0.4730316856063,2009,NA,NA,NA,18556.0632114779,0,0.01889579397234,NA,NA,0.07863074906108661,5519441,222918170000,40361.790678
Estonia,NA,NA,2009,3967.79798507085,NA,2405.06190715189,6372.85989222274,0,0.0159372208387893,0.0115440912684448,0.00439312957034454,0.062843464432142,1334515,27348141000,20474.763323
Finland,NA,0.439971331225679,2009,10084.954590058,NA,6483.82693326606,16568.7815233241,0,0.0189192807718716,0.0189192807718716,NA,0.0643566751378878,5338867,202878300000,38000.018769
France,NA,NA,2009,9283.8471785408,758.235454603167,4599.75028471768,14641.8329178616,0,0.015101382520189399,0.011982600327858299,0.0031187821923311597,0.0629901796021768,64458715,2245566431000,34711.655714
Germany,0.138095619916933,0.284710984106185,2009,8884.66387852644,709.121833194838,6117.28299764286,15711.0687093641,0,0.012771828692343,0.0116065808081234,0.00116524788421953,0.053238954813833,81902308,3017520905000,37492.649447
Greece,NA,NA,2009,NA,NA,NA,NA,0,NA,NA,NA,NA,11107017,337447850000,30381.482016
Hungary,0.045812075669885106,0.300748234244282,2009,6168.19657283999,477.098434487947,1872.67280680635,8517.96781413429,0,0.00968,0.00903,NA,0.04824,10022647,207920312000,20745.043725
Iceland,0.018931694282108998,0.509563066569783,2009,NA,NA,NA,9938.54134355117,0,0.0129937383813798,NA,NA,0.0808001137918927,318501,13343517000,41802.999355
Israel,NA,0.37415748178423597,2009,9856.92323898593,1357.48059694222,NA,11214.4038359282,0,0.0159107764581583,0.0140250258034635,0.00188575065469478,0.071650694771877,7485565,206236803000,27564.210712
Italy,0.0054238799912409395,0.326184805315892,2009,5687.773812413102,292.6958271967795,3581.0641888182477,9561.53382842813,0,0.00989145073640735,0.00985371323694597,NA,0.0488262064706016,59555456,2046377425000,34360.847019
Japan,0.26179305019305,0.40419922834093297,2009,NA,NA,NA,15957.3114755812,0,0.0155533213300942,0.0133517229278199,0.00220159840227426,0.0522595237658057,128031513.99999999,4298203336000,33570.796322
Mexico,0.014249307781498698,0.194032858695622,2009,6756.23780878227,NA,1264.05516922534,8020.29297800761,0,0.0142714541223886,NA,NA,0.062487802312778805,112095388,1637276794000,14532.386514
Netherlands,NA,0.417729341995612,2009,11478.9036051142,NA,6370.43457986278,17849.338184977,0,0.016772463576051798,0.0167671329920166,NA,0.062274103743067404,16530387.000000002,737085619000,44590.781562
New Zealand,0.240271949492774,0.495886616680899,2009,8939.0611444681,NA,1680.18786342978,10619.2490078979,0,0.016234377370347698,0.0134671397959416,0.00276723757440612,0.07367402034769689,4302600,132091564000.00002,30591.621801
Norway,0.00480594677995033,0.40736338085727297,2009,11104.6896019509,184.97113719518,7979.20655182588,19268.867290972,0,0.0138305244125114,NA,NA,0.0622086320158839,4828716,267535443000.00003,55401.83115
Poland,9.256214652111009e-4,0.502180248172818,2009,6501.99521059379,NA,1274.10069252477,7776.13267643577,0,0.015146205990765,0.0150379361478852,NA,0.058004842315374894,38153389,734574626000,19088.289016
Portugal,0.00580665336656821,0.399553325220138,2009,5504.06045609592,NA,4976.56873435815,10480.6291904541,0,0.0136139889143022,NA,NA,0.058989059769999,10568246.5,279829997000,26478.491799
Slovak Republic,0.00709624722367745,0.613697822631634,2009,4673.58999021844,1245.86526027317,838.59372666438,6758.04897715599,0,0.00945214772122012,0.00945214772122012,NA,0.047452653878258394,5418374,124412901000,22963.908847
Slovenia,0.26452586349330703,0.268311705548304,2009,7480.06633738732,29.7912049882543,1801.54347185083,9311.40101422641,0,0.013038896881448101,NA,NA,0.0598222373654158,2042335,56209216000,27531.134559
Spain,0.152894830417457,0.27429130528719503,2009,9186.462054770933,469.88316017902343,3957.494935366946,13613.8401503169,0,0.0131364027214312,0.011137259729861,0.00199914299157021,0.0555598851341485,46367550,1488992726000,32112.818687
Sweden,0.059977388120332396,0.36182910991782696,2009,9464.20147849843,NA,10496.7621870984,19960.9636655969,0,0.0178231409932566,NA,NA,0.0674736888717366,9298512,374814888000,40309.177594
Switzerland,0.18862737590472498,0.305499212057817,2009,9464.57459072697,NA,12112.6209985202,21577.1955892471,0,0.01283,0.01246,NA,0.0597180998375128,7743832,413468607000,53150.627259
Turkey,0.150625336265648,0.208724030714972,2009,NA,NA,NA,NA,0,NA,NA,NA,NA,72039215,1113289469000,15453.982835
United Kingdom,0.118114173221099,0.478425330537532,2009,8367.85194840769,1520.7652440615,6449.33442811393,16337.9516205831,0,0.013042542664813299,NA,NA,0.0604046508098542,62260486,2194513659000,35247.003087
United States,0.10654529102603201,0.37779901606090804,2009,23078.773873626,3234.22709228465,2887.6508804368,29200.6518463474,0,0.026411543025474403,NA,NA,0.0733884820882032,306771529,14478067000000,47122.988543
Argentina,NA,NA,2009,NA,NA,NA,4578.97587307057,1,0.013858516250963699,0.009465337721835741,0.00439317852912796,0.0695779918789537,40359828,661275817000,16476.698479
Brazil,NA,NA,2009,11106.7301524012,NA,634.00289843669,11740.7330508379,1,0.008298420607631661,NA,NA,0.055470193644362016,192980905,2572703030000,13331.386494
China,NA,NA,2009,NA,NA,NA,NA,1,NA,NA,NA,NA,1361169410,11059906363000,8287.678054
India,NA,NA,2009,NA,NA,NA,NA,1,NA,0.012584380637165387,NA,0.03489154745864543,1217726217,4700537017000,3987.849459
Indonesia,NA,NA,2009,NA,NA,NA,972.273992312018,1,0.006504643726355499,NA,NA,0.03558195755109997,238620554,2052493739000,8735.401828
Russian Federation,NA,NA,2009,NA,NA,380.132580928619,7748.54102229608,1,0.0182058578007716,0.0159138237103289,0.00229203409044272,0.055317824031967604,141909248,2973733080000,20826.597968
Saudi Arabia,NA,NA,2009,NA,NA,NA,16297.004362492818,1,0.0227743271221532,NA,NA,NA,26630303,1329736077000,49874.781078
South Africa,NA,NA,2009,NA,NA,NA,3616.16765809245,1,0.005829690465894551,NA,NA,0.047560000000000005,50469139,575921095000,11467.143322
Australia,0.15690163480224587,0.49990361285465973,2010,8831.27327153448,547.670660708825,5763.142310375,15142.0862426183,0,0.016274066141284002,0.014514050098259299,0.00176001604302472,0.061305054405488696,22031750,943525180000,42825.605734
Austria,0.123071993754879,0.296721874492705,2010,10379.5697729119,108.381159350951,4519.15917738109,15007.110109644,0,0.0151981026263819,0.0151260961579371,NA,0.0576767406075484,8361069.000000001,351610069000,42053.24337
Belgium,NA,NA,2010,9320.40372516799,324.377288116375,5533.95806928609,15178.7390825705,0,0.014388623365269,NA,NA,0.0663114894975869,10895589,434412544000,39868.992658
Canada,0.287913888414602,0.362801331047095,2010,15120.127262306,1179.57726976188,6175.65779097316,22475.362323041,0,0.0272475041697583,0.0181666406651319,0.00908086350462637,0.06586518013990089,34004889,1364079668000,40114.222041
Chile,NA,NA,2010,6828.644621819146,NA,271.934506322484,7100.57912814163,0,0.0241255986493926,0.0178138162212098,0.00631178242818287,0.0643930291390496,17063927,309886434000,18129.087986
Czech Republic,0.0455141522778762,0.381132174011548,2010,6164.57244790354,78.9545281864015,1391.69053501606,7635.217511106,0,0.012282870345150701,0.0119069199571726,NA,0.047183187914982196,10517247,292270175000,27789.608377
Denmark,0.0897676335369426,0.499957811979638,2010,NA,NA,NA,18976.900561186,0,0.0188073902917858,NA,NA,0.0800068669440874,5543819,238749494000,43041.192361
Estonia,NA,NA,2010,3909.13069548497,NA,2591.72852354467,6500.85921902963,0,0.0161623149789765,0.0101471850530625,0.00601512992591395,0.0600977521084637,1331475,28807764000,21606.362944
Finland,8.74802597935695e-4,0.48944857342964804,2010,9802.17374565036,NA,6911.70328510361,16713.877030754,0,0.0192707040944029,0.0192707040944029,NA,0.0651215264719265,5363341,209096826000,38985.871994
France,NA,NA,2010,9473.12201059979,835.587419833676,4758.42053278157,15067.129963215,0,0.0151454553619776,0.012028787034890999,0.0031166683270865397,0.0630387438760188,64773168.99999999,2336459963000,35939.455835
Germany,0.139427847349253,0.298704724102628,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,81776936,3187863278000,39707.329953
Greece,NA,NA,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,11121344,310668240000,27934.317127
Hungary,0.0551187077487648,0.312500375581237,2010,5706.69537943632,1117.76976436999,1920.49527833818,8744.96042214449,0,0.008409999999999999,0.00801,3.9e-4,0.046,10000020,217684947000,21768.44459
Iceland,0.0194727799810186,0.597834004542772,2010,NA,NA,NA,8727.82737863523,0,0.0123382598574782,0.0123382598574782,NA,0.0774906015037703,318044,12659835000,39810.803416
Israel,NA,0.36777720254079,2010,9514.00824115817,1215.73701718246,NA,10729.7452583406,0,0.0165848012993619,0.013632487978199801,0.00295231332116205,0.07446513125078319,7623561,220369943000,28916.809205
Italy,0.00517204537802067,0.31546436575681197,2010,5892.04949798402,373.954275431798,3313.76069933009,9579.7644727459,0,0.00990178483108779,0.00986349779612437,NA,0.0469730031025769,59819402,2085694440000,34866.522229
Japan,0.247938498402556,0.40390942028985505,2010,NA,NA,NA,16014.8417043633,0,0.0152712296755415,0.013130272795200399,0.0021409568803410998,0.0511022071661012,128057352.00000001,4527142943000,35356.426696
Mexico,0.0143532314221719,0.19819893688667498,2010,6610.76207815575,NA,1261.63001440489,7872.39209256064,0,0.013835993962456,NA,NA,0.062110871919420496,113748671,1741129429000,15257.673655
Netherlands,0.00464311737143544,0.418911779515242,2010,10818.2839476408,NA,6343.0624647202,17161.346412361,0,0.0173694253875682,0.0173551980906187,NA,0.062560848305327,16615390.000000002,748993689000,45079.367407
New Zealand,0.261392080561844,0.473713501826022,2010,8815.65070915751,NA,1602.43167879955,10418.0823879571,0,0.0158145107272617,0.0131379574563095,0.00267655327095216,0.072781557634928,4350700,135912366000.00002,31152.554881
Norway,0.00416413525235132,0.417707697892985,2010,10741.4900384127,191.05796546694,7579.12208797778,18511.6700918574,0,0.0169933310294033,NA,NA,0.0759629906892344,4889253,283400011000,57966.866732
Poland,0.0085437318548845,0.553796345702883,2010,7281.30976973309,NA,1584.53012682243,8865.86958067513,0,0.014641195590649301,0.014534374053452499,NA,0.0577598977353514,38516689,802270074000,20828.986526
Portugal,1.16868645399148e-4,0.40132279535551396,2010,5842.64577248362,NA,4735.83279176823,10578.4785642518,0,0.014524721613867399,NA,NA,0.0584292454816334,10573100,288463417000,27282.766346
Slovak Republic,0.00890575536260245,0.493631048229857,2010,4902.15418069159,928.759347623132,1072.76329443718,6903.6768227519,0,0.00929088248595822,0.00929088248595822,NA,0.046186304129575,5431024,136519435999.99998,25141.82601
Slovenia,0.260902129170127,0.29241312029554,2010,7688.96432215727,30.0013448835216,1973.95869942952,9692.92436647032,0,0.0127073179129615,NA,NA,0.059163472333116404,2049261,57049221000,27844.90244
Spain,0.163937764512535,0.295297570960275,2010,9009.438785127935,484.74432237776455,3879.0891925011683,13373.27230000687,0,0.0134777920892988,0.011342122047931,0.00213567004136782,0.055887889307005605,46562483,1476808758000,31716.709735
Sweden,0.063046542853988,0.36569753550575695,2010,9143.22085985626,NA,10418.8944996305,19562.1153594868,0,0.0175712525216994,NA,NA,0.06451412735941629,9378131,396283620000,42256.280065
Switzerland,0.161582489950394,0.313412443550353,2010,9620.38461148982,NA,12272.6917130787,21893.0763245685,0,0.01295,0.01295,NA,0.0555996471030898,7824910,429590099000,54809.791037
Turkey,0.186917678058965,0.230096976072583,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,73142162,1269742720000,17359.967189
United Kingdom,0.123178616818489,0.508981373796807,2010,9256.21885317023,1289.75666907363,5316.32965876369,15862.3051810075,0,0.013702728915023199,NA,NA,0.0647797950562375,62759456,2297532502000,36608.229794
United States,0.11052355396807201,0.382325231351144,2010,19672.392506829,3071.95053419722,2831.54932760053,25575.8923686267,0,0.027979756204378,NA,NA,0.0732379253223162,309327143,15048970000000,48580.481254
Argentina,NA,NA,2010,NA,NA,NA,4679.97939909237,1,0.014689965505271501,0.0104237090912176,0.00426625641405385,0.0675510599188492,40788453,736718361000,18061.934358
Brazil,NA,NA,2010,12380.9991718998,NA,755.852793393798,13136.8519652936,1,0.00883,NA,NA,0.05649,194890682,2798617242000,14359.933545
China,NA,NA,2010,NA,NA,NA,NA,1,NA,NA,NA,NA,1368810604,12378809289000,9231.648126
India,NA,NA,2010,NA,NA,NA,NA,1,NA,NA,NA,NA,1234281163,5170042756000,4295.763887
Indonesia,NA,NA,2010,NA,NA,NA,NA,1,NA,NA,NA,NA,241834226,2056981020000,8623.978571
Russian Federation,NA,NA,2010,NA,NA,426.895345696699,7039.31877510834,1,0.0159570736267024,0.014043538214129401,0.00191353541257301,0.0485127764250772,142389969,3143873887000,22008.299275
Saudi Arabia,0.0788797667502085,0.197605007572876,2010,NA,NA,NA,NA,1,NA,NA,NA,NA,27421468,1413023527000,51351.20568
South Africa,NA,NA,2010,NA,NA,NA,NA,1,NA,NA,NA,NA,51226051,600342463000,11795.411488
Australia,0.17489773667724456,0.49585340948957296,2011,9571.13469430722,496.437731559818,6199.73224825976,16267.3046741268,0,0.015999762026611,0.0143036700268947,0.00169609199971626,0.058484947703832196,22340024,992556359000,44429.559507
Austria,0.115538949151497,0.349581146167115,2011,10367.8544226348,119.173898168223,4407.86798880008,14894.8963096031,0,0.0147598010604304,0.014697741799576001,NA,0.0569178279708156,8388534,373031477000,44469.209642
Belgium,NA,NA,2011,9725.68145777597,349.644640826647,5345.02897254255,15420.3550711452,0,0.014121653564348899,NA,NA,0.06575256323871251,10993616,451932625000,40943.343479
Canada,0.176389451494776,0.35237084856345596,2011,17006.49850280852,1186.5575929861388,6219.33802297375,23225.836525782273,0,0.0279368812862333,0.0186566031968107,0.00928027808942267,0.0678679519190948,34339328,1430807125000,41666.718851
Chile,0.218300444005944,0.24143386445975398,2011,7896.50563755112,NA,436.300013982419,8332.80565153354,0,0.0243864072947296,0.017663777397476398,0.006722629897253209,0.0691338292321581,17254159,350575242000,20302.78871
Czech Republic,0.046027466548480105,0.406229679412754,2011,6240.98097013742,78.9849080976273,3071.9300105468,9391.89588878184,0,0.0143277341747063,0.013962838844922401,NA,0.049919399009627004,10496672,304400914000,28999.754757
Denmark,0.11390395428446601,0.496445769218954,2011,NA,NA,NA,21253.8369511626,0,0.0190425275183345,NA,NA,0.0793875384334206,5566856,247352237000,44407.94207
Estonia,NA,NA,2011,4826.81128203538,NA,3041.12784563988,7867.93912767525,0,0.0170719703510027,0.0124781579142103,0.00459381243679238,0.0552847919390247,1327439,32598245000,24515.48857
Finland,NA,0.466010994655042,2011,10972.5442233773,NA,7029.10510831948,18001.6493316967,0,0.019434953084461498,0.019434953084461498,NA,0.06468748457902039,5388272,220471171000,40916.647325
France,NA,NA,2011,9662.41396432365,807.588636526557,4904.7515257324,15374.7541265826,0,0.014947951381984,0.0118857918315098,0.00306215955047422,0.061296303883585396,65087317,2446474544000,37447.949543
Germany,0.142773554651982,0.309416786943483,2011,9456.83629566773,706.689649119813,6559.30646634359,16722.8324111311,0,0.0131378466040285,0.0119378040551063,0.00120004254892225,0.051294908865608,80274981,3415019966000,42541.513126
Greece,NA,NA,2011,NA,NA,NA,NA,0,NA,NA,NA,NA,11104900,285079561000,25671.291223
Hungary,0.0670870750705246,0.272990408429855,2011,5959.39327504468,1193.96493441423,2056.35803957146,9209.71624903037,0,0.00966,0.009260000000000001,NA,0.04437,9958824,229736704000,23038.80802
Iceland,0.0194727799810186,0.597834004542772,2011,NA,NA,NA,8612.10792836411,0,0.0116435599008201,0.0116435599008201,NA,0.0766238508870003,319011,13059434000,40938.664549
Israel,NA,0.398532642905537,2011,10296.1386661439,1257.57412944371,NA,11553.7127955876,0,0.0165191037991125,0.013973373741746899,0.00254573005736552,0.0727806039614677,7765832,237915695000,30647.094772
Italy,NA,0.318812437358867,2011,6113.55716533961,367.981232675795,3508.5076077768,9990.0460057922,0,0.0100232107957261,0.00999385464677315,NA,0.045957501319527305,60026844,2173169961000.0002,36203.328522
Japan,0.24710626029654,0.435086501658586,2011,NA,NA,NA,16445.9778174949,0,0.015640692653356502,0.0134551990849281,0.00218549356842838,0.0514191223708552,127834233,4629400467000,36215.006272
Mexico,0.017443353634443,0.21299391359800002,2011,6475.75283112061,NA,1413.30492422953,7889.05775535014,0,0.0128277651410738,NA,NA,0.0616748394884958,115367452,1911319096000,16546.641414
Netherlands,0.0048942165148874,0.42211070839441706,2011,10665.4629141231,NA,6883.92870028327,17549.3916144064,0,0.0177001110869016,0.0176834836622289,NA,0.062188558183325304,16693074,777880907000,46599.227659
New Zealand,0.29189290297422,0.515873374383794,2011,9039.06286033121,NA,1543.18707287238,10582.2499332036,0,0.015080449977302299,0.012635326687009101,0.0024451232902932,0.0749622138697489,4384000,143362869000,32638.103325
Norway,0.00346160198064687,0.433637216082542,2011,10849.5700179336,186.723722309568,7803.87042562966,18840.1641658728,0,0.0167675647179521,NA,NA,0.0741534900060091,4953089,307471570000,62077.845797
Poland,0.00713191449895895,0.5776452855237391,2011,7915.948369521425,NA,1742.8829042211091,9658.876515695629,0,0.013033862310403498,0.0129391513888113,NA,0.0545665941382745,38525670,868896689000,22553.514215
